年度,職類別,行業別,受僱員工人數,總薪資,經常性薪資,非經常性薪資
2019,資訊管理及維護技術員,影片及電視節目業；聲音錄製及音樂發行業,389,33443,33443,— 
2019,廣播及視聽技術員(含放映員),影片及電視節目業；聲音錄製及音樂發行業,1890,33782,33710,72
2019,電信技術員,影片及電視節目業；聲音錄製及音樂發行業,— ,— ,— ,— 
2019,事務支援人員,影片及電視節目業；聲音錄製及音樂發行業,3416,32551,32491,60
2019,總務,影片及電視節目業；聲音錄製及音樂發行業,468,39445,39052,393
2019,一般辦公室事務人員(含文書),影片及電視節目業；聲音錄製及音樂發行業,1836,30061,30054,7
2019,資料輸入人員,影片及電視節目業；聲音錄製及音樂發行業,— ,— ,— ,— 
2019,收帳、收費人員(含帳款催收),影片及電視節目業；聲音錄製及音樂發行業,— ,— ,— ,— 
2019,接待員及服務台事務人員,影片及電視節目業；聲音錄製及音樂發行業,132,30534,30490,44
2019,總機人員,影片及電視節目業；聲音錄製及音樂發行業,… ,… ,… ,… 
2019,電話及網路客服人員,影片及電視節目業；聲音錄製及音樂發行業,29,29994,29994,— 
2019,統計調查訪談人員,影片及電視節目業；聲音錄製及音樂發行業,— ,— ,— ,— 
2019,會計助理、簿記、出納,影片及電視節目業；聲音錄製及音樂發行業,867,34338,34333,5
2019,存貨事務人員,影片及電視節目業；聲音錄製及音樂發行業,… ,… ,… ,… 
2019,人事事務人員,影片及電視節目業；聲音錄製及音樂發行業,53,34414,34414,— 
2019,教務人員(含班導師、輔導員),影片及電視節目業；聲音錄製及音樂發行業,— ,— ,— ,— 
2019,服務及銷售工作人員,影片及電視節目業；聲音錄製及音樂發行業,4041,18832,18713,119
2019,美髮、美容及造型設計人員,影片及電視節目業；聲音錄製及音樂發行業,— ,— ,— ,— 
2019,按摩師,影片及電視節目業；聲音錄製及音樂發行業,… ,… ,… ,… 
2019,商店銷售人員(含百貨公司樓管人員),影片及電視節目業；聲音錄製及音樂發行業,502,25866,25866,— 
2019,收銀員及售票員,影片及電視節目業；聲音錄製及音樂發行業,1817,18033,17776,257
2019,展售說明人員,影片及電視節目業；聲音錄製及音樂發行業,— ,— ,— ,— 
2019,電話及網路行銷人員,影片及電視節目業；聲音錄製及音樂發行業,… ,… ,… ,… 
2019,餐食服務櫃台工作人員,影片及電視節目業；聲音錄製及音樂發行業,1073,17176,17162,14
2019,建築物管理員、保全及警衛人員,影片及電視節目業；聲音錄製及音樂發行業,— ,— ,— ,— 
2019,技藝、機械設備操作及組裝人員,影片及電視節目業；聲音錄製及音樂發行業,44,29991,29991,— 
2019,園藝及農牧業生產人員,影片及電視節目業；聲音錄製及音樂發行業,— ,— ,— ,— 
2019,營建木作人員,影片及電視節目業；聲音錄製及音樂發行業,… ,… ,… ,… 
2019,油漆、噴漆人員(含裱糊工),影片及電視節目業；聲音錄製及音樂發行業,… ,… ,… ,… 
2019,美編及印刷前置工作人員,影片及電視節目業；聲音錄製及音樂發行業,11,31749,31749,— 
2019,印刷人員,影片及電視節目業；聲音錄製及音樂發行業,— ,— ,— ,— 
2019,裝訂及有關工作人員,影片及電視節目業；聲音錄製及音樂發行業,— ,— ,— ,— 
2019,建築物電力系統裝修人員(含水電工),影片及電視節目業；聲音錄製及音樂發行業,— ,— ,— ,— 
2019,電力機械裝修人員,影片及電視節目業；聲音錄製及音樂發行業,… ,… ,… ,… 
2019,電力線路裝修人員,影片及電視節目業；聲音錄製及音樂發行業,— ,— ,— ,— 
2019,資(通)訊設備裝修人員(含電信、電話),影片及電視節目業；聲音錄製及音樂發行業,— ,— ,— ,— 
2019,電子設備裝修人員（不含資通訊設備）,影片及電視節目業；聲音錄製及音樂發行業,— ,— ,— ,— 
2019,小客、貨車駕駛人員,影片及電視節目業；聲音錄製及音樂發行業,… ,… ,… ,… 
2019,大客、貨車駕駛人員,影片及電視節目業；聲音錄製及音樂發行業,… ,… ,… ,… 
2019,推土、吊車、起重機等移運設備操作人員,影片及電視節目業；聲音錄製及音樂發行業,— ,— ,— ,— 
2019,基層技術工及勞力工,影片及電視節目業；聲音錄製及音樂發行業,1071,17370,17331,39
2019,清潔及家事工作人員(含建築清潔工),影片及電視節目業；聲音錄製及音樂發行業,— ,— ,— ,— 
2019,勞力工,影片及電視節目業；聲音錄製及音樂發行業,137,24469,24469,— 
2019,理貨員,影片及電視節目業；聲音錄製及音樂發行業,— ,— ,— ,— 
2019,收票員、引座員,影片及電視節目業；聲音錄製及音樂發行業,934,16329,16284,45
2019,主管及監督人員,廣播、電視節目編排及傳播業,1779,76032,72620,3412
2019,高階主管(總經理及總執行長),廣播、電視節目編排及傳播業,101,186775,176229,10546
